title,content,author,category,published_date,page_url
Family of 10-year-old Janet Ntiamoah Owusu demands justice following her death,"The family of 10-year-old Janet Ntiamoah Owusu is demanding justice and calling on the police to expedite investigations following the tragic loss of their daughter.
The update was shared on X by State News on Friday, November 21, 2025.
""The family of 10-year-old Janet Ntiamoah Owusu is seeking justice and urging authorities to fast-track investigations after the tragic loss of their daughter,"" the post read.
Ghanaian-US Postal Worker Dies in Custody: Family demands justice
According to the information shared, the late Janet Ntiamoah Owusu was last seen on September 6, 2025.
""Janet was last seen on September 6, 2025, at Gbetsile near Pawpaw House in the Greater Accra Region. She was reported missing shortly afterward, and recent developments confirmed that her body has been found, sending shockwaves through the community,"" the post added.
The disappearance and death have left her friends, schoolmates, and local residents in deep shock.
""This heartbreaking development has left her community, friends, and schoolmates in deep shock as security agencies work to determine what happened and ensure those responsible are held accountable,"" it added.
Family of 38-year-old farmer demands justice after alleged death in immigration custody
Read the post below:
Family of 10-year-old Janet Ntiamoah Owusu Demands Justice Following Her Disappearance and Death
The family of 10-year-old Janet Ntiamoah Owusu is seeking justice and urging authorities to expedite investigations after the tragic loss of their daughter.
Janet was last seen on...
pic.twitter.com/0omMcWG8ZS
 THE STATE NEWS (@THESTATENEWSS)
November 21, 2025
JKB/MA
'He wanted sex'  Woman assaulted by husband in viral video recounts ordeal",,Crime, 21 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Family-of-10-year-old-Janet-Ntiamoah-Owusu-demands-justice-following-her-death-2010461
30-year-old man jailed 12 months for indecent assault on 4-year-old,"A 30-year-old unemployed man has been jailed for 12 months by the Asante Akropong District Court in the Atwima Nwabiagya North District for fingering a four-year-old girl at Hiawu-Besease near Akropong.
Akwasi Poku pleaded guilty to the charge of indecent assault and was convicted on his own plea by the court presided over by Mr Emmanuel Wiafe Adu.
Police Chief Inspector Evans Ayimbisa, prosecuting, told the court that the victim lived in the same house together with her mother and grandmother at Hiawu-Besease.
He said, on October 25, this year, the mother of the victim attended a funeral and left the victim under the care of her grandmother.
At about 11:00 hours, the accused person went to the house while the grandmother was washing.
The Prosecution said the accused person sat on a chair and because the victim knew the accused, she went and sat on his lap.
The prosecution said that the accused person inserted his index finger and later his middle finger into the victims vagina, and she started bleeding.
Prosecution explained that the accused saw the blood, left the house and signalled the victim to keep quiet but immediately after his departure the victim revealed her ordeal to her grandmother.
After examining the victim and seeing the blood, the grandmother informed the victims mother, leading to a complaint being lodged at the Abuakwa Police Station.
Chief Inspector Ayimbisa said the accused person was arrested and in his caution statement, he admitted the offence. After further investigations he was charged and brought before the court.",,Crime, 21 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/30-year-old-man-jailed-12-months-for-indecent-assault-on-4-year-old-2010376
Police destroy 600 sacks of Indian hemp in Ho,"The Volta Regional Police Command has destroyed, by burning, 600 fertiliser sacks filled with exhibits containing Indian hemp.
The drugs came into police possession in 2022 in the Republic vs Yao Kwadwo case and two others, after the exhibits were tendered into evidence.
They were all burned on Monday, November 17, 2025, at about 2:30 PM.
The 600 sacks contained a total of 47,530kg of Indian hemp, with an estimated face value of about GHS4.2 billion.
The Ho Circuit Court, presided over by Judge Felix Datsumor Esq., gave the order for the destruction of the narcotic exhibits after years of trial.
The destruction exercise was supervised by Moses Dzanfi, Circuit Court Registrar; Joseph Opusomah, State Attorney; Daniel John Pekyi of the Narcotics Control Commission; and Emmanuel Mensah Gbekor of the Environmental Protection Authority (EPA).
The exhibits were completely burned with the Ghana Police Service, National Security, and the media present at the Klefe dumping site in Ho.
In a press release issued by the Volta Regional Police Command, signed by Chief Inspector Francis Kwaku Gomado, Head of the Public Affairs Unit, the police command appreciated the support of stakeholders in the fight against the drug menace.",,Crime, 21 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-destroy-600-sacks-of-Indian-hemp-in-Ho-2010375
30-year-old man jailed 12 months for indecent assault on 4-year-old,"A 30-year-old unemployed man has been jailed for 12 months by the Asante Akropong District Court in the Atwima Nwabiagya North District for fingering a four-year-old girl at Hiawu-Besease near Akropong.
Akwasi Poku pleaded guilty to the charge of indecent assault and was convicted on his own plea by the court presided over by Mr Emmanuel Wiafe Adu.
Police Chief Inspector Evans Ayimbisa, prosecuting, told the court that the victim lived in the same house together with her mother and grandmother at Hiawu-Besease.
He said, on October 25, this year, the mother of the victim attended a funeral and left the victim under the care of her grandmother.
At about 11:00 hours, the accused person went to the house while the grandmother was washing.
The Prosecution said the accused person sat on a chair and because the victim knew the accused, she went and sat on his lap.
The prosecution said that the accused person inserted his index finger and later his middle finger into the victims vagina, and she started bleeding.
Prosecution explained that the accused saw the blood, left the house and signalled the victim to keep quiet but immediately after his departure the victim revealed her ordeal to her grandmother.
After examining the victim and seeing the blood, the grandmother informed the victims mother, leading to a complaint being lodged at the Abuakwa Police Station.
Chief Inspector Ayimbisa said the accused person was arrested and in his caution statement, he admitted the offence. After further investigations he was charged and brought before the court.",,Crime, 21 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/30-year-old-man-jailed-12-months-for-indecent-assault-on-4-year-old-2010371
Police arrest 16 crime suspects in major crackdown in Tamale,"The Police Special Operations Unit has arrested 16 suspects in a major crackdown on criminal activities in Tamale following a surge in violent incidents targeting residents, students, and mobile money vendors.
The operation, according to myjoyonline report on November 20, 2025 was sanctioned by the Inspector General of Police (IGP), was carried out at a hideout in Nyohini, a suburb of Tamale.
Special Operations Commander, ASP Alhaji Jalil, told journalists that the suspects nine males and seven females were rounded up during the raid.
Self-acclaimed spiritualist arrested for alleged robbery attack on Sefwi Antobia miners
According to him, the arrests form part of efforts to tackle rising cases of armed robbery, stabbings, break-ins, and drug-related offences in the Northern Regional capital.
There have been violent crimes in recent times. Weve recorded attacks on mobile money vendors, attacks on students of UDS, break-ins where laptops and belongings were taken, stabbings, and the sale of hard drugs like red and tramadol, ASP Jalil stated.
He noted that civil society groups and opinion leaders had petitioned the IGP over the escalating insecurity, which prompted the deployment of the Special Operations Unit to reinforce the Regional Police Command.
ASP Jalil said the team had been operating in the region for weeks, gathering intelligence and mapping out criminal networks.
We know where the criminals operate. We are in the Northern Region and our presence is felt, he indicated.
He warned individuals involved in criminal activities that the police would pursue them relentlessly.
We will track you down, no matter where you hide, he stressed, urging the public to support ongoing investigations.
GNFS arrests suspect linked to Adjiringanor firefighter stabbing
The suspects are currently in police custody and will be processed for court.
ASP Jalil also expressed concern about growing fear among residents, particularly mobile money vendors who have begun closing early due to repeated attacks.
He stressed that the police are committed to restoring peace and normalcy in Tamale.
MRA/EB
More women might come out against you if you go to court Lawyer warns Prof Gyampo",,Crime, 20 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-arrest-16-crime-suspects-in-major-crackdown-in-Tamale-2010264
Man in viral assault video remanded; two others charged,"The Criminal Investigation Department (CID) of the
Ghana Police Service
has announced that a Magistrate Court at the Domestic Violence and Victim Support Unit (DOVVSU) has remanded a man seen in a viral video assaulting a woman into police custody.
The suspect, John Odartey Lamptey, also known as Nii Adjei, was charged on November 19, 2025, with Physical Assault under the Domestic Violence Act, 2007 (Act 732).
A statement signed by Chief Inspector Brigitte Babanawo, CID Public Relations Officer, said two other people connected to the incident have also been remanded.
Gender ministry reacts to video of man who flogged his wife
The two, Louis Odartey Lamptey and Grace Kushie Lamptey, have been charged with Conspiracy to Commit a Crime.
The Police said they tried to attack a female tenant they believed recorded and shared the video that went viral and sparked public outrage.
According to the statement, all three suspects will remain in police custody and are expected to reappear before the court on December 3, 2025.
The Magistrate Court at the Domestic Violence and Victim Support Unit (DOVVSU) of the
Ghana Police Service
has remanded accused persons,
John Odartey Lamptey, alias Nii Adjei and two others into police custody.
The two others, Louis Odartey Lamptey and Grace Kushie Lamptey, have also been charged with Conspiracy to Commit a Crime, to wit threat of harm contrary to Sections 23(1) and 74 of the Criminal and Other Offences Act, 1960 (Act 29), after they attempted attacking a female tenant, they suspected of recording and circulating the viral video, the statement read.
The
Ghana Police Service
further noted that efforts are underway to locate the victim and urged anyone with credible information to report to the nearest police station.
Meanwhile, the
Ghana Police Service
would like to once again urge the victim or anyone with credible information on her whereabouts to contact the nearest Police station, the statement added.
PRESS RELEASE:
UPDATE ON ARREST OF SUSPECT IN VIRAL DOMESTIC VIOLENCE VIDEO
pic.twitter.com/5M9ZNPfY3D

Ghana Police Service
(@GhPoliceService)
November 19, 2025
Meanwhile watch, Tidal Rave 2025: The festival experience and standout performances
AK/BAI/",,Crime, 20 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Man-in-viral-assault-video-remanded-two-others-charged-2010224
Teacher dies by suicide after girlfriend ends relationship  Reports,"A teacher identified as Prince Nkrumah has reportedly taken his own life at Assin Fosu after ingesting weedicide shortly after his romantic relationship ended.
According to a viral social media post shared on Wednesday, November 19, 2025, Prince had been emotionally distressed after a nurse he had supported financially throughout her training ended their relationship.
134 suicide deaths recorded in 2024, 475 attempts in 2025 - Mental Health Authority
She is said to have told him she was no longer interested and later stopped responding to his calls and messages, a development that deeply affected him.
The incident occurred after a nurse he had financially supported throughout her nursing education ended their relationship, informing him she was no longer interested and subsequently ignoring his calls and messages, the post stated.
Before his death, Prince reportedly left a note to his family, urging them not to worry and stressing that his decision was personal.
In a su!c!de note, he asked his family not to worry, emphasising that it was a personal decision to end his life, the post added.
Data from the Mental Health Authority shows that in 2024, Ghana recorded 134 suicide cases, representing a 40 percent increase from 2023, a trend that continues to heighten concerns about mental health support and early intervention.
See the post below:
Prince Nkrumah, a Ghanaian teacher from Assin Fosu in the Central Region, has d!ed by su!c!de after ingesting weedicide.
According to reports, the incident occurred after a nurse he had financially supported throughout her nursing education ended their relationship, informing...
pic.twitter.com/xOqZU6J8Wn
 ASK (@askghmedia)
November 18, 2025
JKB/MA
More women might come out against you if you go to court Lawyer warns Prof Gyampo",,Crime, 19 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Teacher-dies-by-suicide-after-girlfriend-ends-relationship-Reports-2010156
Rachel Appoh commends police for swift arrest of man who abused wife,"Former Deputy Minister of Gender, Children and Social Protection, Rachel Appoh, has commended the Ghana Police Service for the swift arrest and arraignment of John Odartey Lamptey, who was captured in a viral video physically abusing his wife.
In a press statement issued on November 19, 2025, Rachel Appoh strongly condemned Lampteys actions and called for stiffer punitive measures against him and other perpetrators to effectively address the menace of domestic violence.
Commending the police for the decisive manner in which they handled the matter, the former Member of Parliament for Gomoa Central noted that their actions demonstrate a growing commitment to tackling domestic violence in the country.
Man arrested for assaulting wife in viral video
The Office of the Former Minister for Gender, Children and Social Protection, Honourable Rachel Nana Adwoa Appoh, has taken note of the disturbing viral video showing one John Odartey Lamptey physically assaulting a woman believed to be his wife at Ofankor, a suburb of Accra,"" part of the release read.
We commend the Ghana Police Service, particularly the Criminal Investigations Department (CID) for the swift and decisive action taken to arrest the suspect on Monday, November 17, 2025. This prompt response demonstrates the Services increasing commitment to combating domestic violence and protecting vulnerable individuals in our communities, it added.
Rachel Appoh further called for the swift prosecution of Lamptey in accordance with the law, explaining that such action would serve as a deterrent to others.
She described domestic violence as a serious crime that must be firmly dealt with and appealed to the judiciary to impose harsher punishments on individuals who abuse their partners or children.
The Office calls for the swift prosecution of the suspect, John Odartey Lamptey, in accordance with the laws of Ghana. Domestic violence is a serious crime, and justice must be delivered without delay to restore public confidence and ensure the dignity and safety of the victim, who is currently under protection,"" the statement read.
We also urge the judiciary to impose stiffer punishments on perpetrators of domestic violence. Such sentences will serve as a strong deterrent to others who may contemplate similar acts of abuse, it added.
Gender ministry reacts to video of man who flogged his wife
The former deputy gender minister reiterated her unwavering commitment to advocating for the rights and safety of women, children, and all vulnerable persons in society.
She urged all Ghanaians to become ambassadors in the fight against domestic violence by reporting such incidents.
Honourable Rachel Nana Adwoa Appoh reaffirms her unwavering commitment to advocating for the rights, safety, and well-being of women, children, and all vulnerable persons in society. I urge the public to continue speaking out and reporting cases of abuse to the appropriate authorities for prompt action, she concluded.
All you need to know about Ghana's new vehicle number plates |BizTech:",,Crime, 19 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Rachel-Appoh-commends-police-for-swift-arrest-of-man-who-abused-wife-2010142
Woman arrested for publishing fake news over alleged kidnapping claim,"A woman identified as Elizabeth Acquah has been arrested by the Western Central Regional DOVVSU Command for publishing false news.
According to the police in a statement dated November 18, 2025, the news published by the suspect generated fear and panic among the public.
Government finalises law to criminalise fake news
Providing details of the incident, the Head of the Public Affairs Unit of the Western-Central Region, Assistant Superintendent of Police Beatrice Turkson, stated that the suspect, Elizabeth, recorded a video of a couple during a dispute and circulated it online, alleging that the man had kidnapped his partner.
The Western Central Regional DOVVSU Command has arrested a suspect, Elizabeth Acquah, also known as ""Yaa Lizzy,"" for publishing false news that caused public fear and panic.
The police said that a complaint was lodged by the male victim, 22-year-old Joseph Cann, at the Domestic Violence and Victims Support Unit (DOVVSU) office on November 17, 2025, after the video went viral, which compromised his safety.
According to the police statement, the victim explained that he had a misunderstanding with his 20-year-old girlfriend, who is a student, while driving from Tarkwa to Bogoso.
On Monday, 17th November 2025, the victim, Joseph Cann, aged 22, reported to the DOVVSU Office that on 2nd November 2025, while driving from Tarkwa to Bogoso with his girlfriend, Felicia Ofori Atta, aged 20 and a student, a misunderstanding arose between them. To resolve the issue amicably, he stopped the vehicle at Yareyeya, a community along the route, it narrated.
The statement added that while they were trying to resolve their misunderstanding, a group of mourners, including the suspect Elizabeth, confronted Cann and falsely accused him of kidnapping his female partner.
Videos recorded by the suspect were circulated online, which the police claimed sparked fear and panic among the public.
While they were settling the matter, the suspect, Elizabeth Acquah, who was among the mourners at a funeral in the area, confronted the complainant with false accusations that he had kidnapped his girlfriend. She is further alleged to have assaulted him and recorded videos of Joseph Cann, his girlfriend, and the vehicle.
It added, The suspect subsequently posted the videos on social media, falsely claiming that a child had been kidnapped. The content quickly went viral and generated public fear and panic.
SML cautions media organisations against 'false, malicious' publications
Meanwhile, the police have cautioned against the spread of unverified claims and information, adding that anyone found culpable will be punished under the law.
The Western Central Regional Police Command urges the public to desist from circulating false information and reminds the public that spreading misleading content on social media is a criminal offence punishable by law.
Read the statement below:
MAG/MA
Watch the promo to GhanaWeb's latest documentary, which uncovers the evolution of kayamata,' an exploitative practice fueled by love charms and manipulation, titled, The Dark Side of Kayamata,' below:",,Crime, 19 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Woman-arrested-for-publishing-fake-news-over-alleged-kidnapping-claim-2010122
Teacher on bail over recruitment scam,"A teacher, Samuel Ofosu Amartey, has been granted GH100,000 bail with two sureties by the Amasaman Circuit Court in Accra over an alleged recruitment scam.
The court, presided over by Akosua Anokyewaa Adjepong, ordered that the sureties be gainfully employed and earn not less than GH2,000 a month.
It also instructed Amartey to report every Tuesday to the police investigator handling the case. He has pleaded not guilty to defrauding by pretence and is to return to court on December 18.
Giving the facts of the case, Police Chief Inspector Frederick Awuah-Ansah said:
Eric Manteaw, the complainant, is a professional teacher and a resident of Asamankese. Amartey is also a professional teacher and resides in Jamestown.
He said that in January 2024, the accused approached the complainant with a promise to recruit prospective applicants into the Ghana Immigration Service and the Ghana National Fire Service.
The complainant shared the information with family and friends and gathered 19 interested individuals, who collectively paid GH150,000, which was forwarded to the accused.
However, Amartey failed to deliver on his promise and went into hiding, the prosecution said.
Chief Inspector Awuah-Ansah added that a complaint was later lodged with the Amasaman Police Station, leading to the arrest of the accused, who was arraigned after investigations.",,Crime, 19 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Teacher-on-bail-over-recruitment-scam-2010059
Self-acclaimed spiritualist arrested for alleged robbery attack on Sefwi Antobia miners,"A notorious self-acclaimed spiritualist and suspected armed robber, Victor Biney, popularly known as Abeiku, has been arrested by the Juaboso District Police Command for allegedly leading a violent attack on miners at Sehwi Antobia in the Western North Region.
According to an adomonline.com report of November 18, 2025, Biney and a group of accomplices reportedly stormed a mining site in an attempted robbery.
Police acted swiftly on a tip-off and succeeded in arresting the suspect, who is believed to be the ringleader of the operation.
GNFS arrests suspect linked to Adjiringanor firefighter stabbing
A search conducted on him led to the discovery of talismans, a firearm, AAA cartridges, knives, torchlights, and other items suspected to be used in various illegal activities.
Investigators have stated that Biney has been linked to several robbery incidents within the Juaboso enclave.
He is also standing trial at the Bibiani Circuit Court in an unrelated case, with judgment scheduled for December 9, 2025.
Community sources have alleged that Biney has been recruiting young men and equipping them with supposed black powers believed to offer protection against guns and cutlasses during criminal operations.
Two Forestry Commission officers interdicted over auction of impounded lumber
Police further suspect that he and his syndicate masterminded the widely circulated daylight robbery in Juaboso, during which one person was shot dead and large sums of money were stolen from a wholesale shop.
MRA/EB
Malik Basintale breaks silence on stroke rumours",,Crime, 18 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Self-acclaimed-spiritualist-arrested-for-alleged-robbery-attack-on-Sefwi-Antobia-miners-2010027
Two Forestry Commission officers interdicted over auction of impounded lumber,"Despite raising a record GH623,000 for the Forestry Commission within a single month, two officers in the Ahafo Region have been interdicted, an action believed to be linked to concerns that their work may expose previously under-declared revenues.
Our sources reveal that upon the appointment of Elikem Kotoko as Deputy CEO of the Forestry Commission in charge of Operations, he uncovered significant irregularities and expressed strong dissatisfaction over how the state was losing revenue through illegal lumber trade.
This position, we gathered, did not sit well with certain invisible hands. Following an intelligence-led operation across the Ahafo and Bono enclaves, the Deputy CEO confiscated several consignments of illegal lumber.
These merchants operated without the requisite permits, depriving the state of revenue, an act allegedly enabled by individuals who benefit from this illicit trade.
After the vehicles were impounded, the Deputy CEO reportedly instructed the Ahafo Timber Industry Development Division TIDD office to initiate the necessary court processes to obtain authorisation to auction the seized lumber and deposit the proceeds into the Forestry Commissions bank account.
The TIDD team in Ahafo obtained the required court approval, auctioned the confiscated lumber, and deposited an impressive GH623,000 into the Commissions account.
This amount is more than 150 percent of the previous months deposits by operations of the National Monitoring Team.
This raised serious questions about whether the National Monitoring Team was failing to impound illegal lumber or underdeclaring the revenue generated.
Unexpectedly, individuals said to be benefiting from the underdeclared auctions mounted strong resistance, as the Deputy CEOs directives threatened their illicit operations.
Although reports show that the interdicted officers, Felix Gatiba and Eric Boamah, acted strictly on the instructions of the Deputy CEO, reports indicate that the HR Director issued interdiction letters to the officers, claiming he was acting on directives from the Chief Executive, Dr Hugh Brown and the Executive Director of TIDD, Dr Richard Gyimah.
A six-member committee was immediately constituted to investigate the matter.
While these officers successfully discharged their duties and generated significant revenue for the Commission and the state, their interdiction raises serious questions.
As part of the sanctions, they will forfeit 50 percent of their salaries during the investigation.
Some insiders within the Commission doubt whether the committee will thoroughly review all aspects of the operation, including the seizure of the lumber, the auction procedures, and the payment of the GH623,000.
This development underscores the critical need for a forensic audit within the Forestry Commission to unravel these invisible hands. It also raises concerns about how staff who diligently perform their duties are treated.
The outcome of the investigation will be crucial in determining whether due process was followed and why officers who generated substantial revenue for the state are facing disciplinary action.", Emmanuel Osei Kwadwo,Crime, 18 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Two-Forestry-Commission-officers-interdicted-over-auction-of-impounded-lumber-2010002
GNFS arrests suspect linked to Adjiringanor firefighter stabbing,"The Ghana National Fire Service (GNFS) has confirmed the arrest of 21-year-old Azumah Sampson, the man suspected of stabbing a firefighter during a fire response at Adjiringanor on November 14, 2025.
In a Facebook update on November 17, 2025, the Service said its officers, with key support from members of the White Chapel Youth Group in Madina, managed to arrest the suspect.
It added that the suspect is currently in police custody and assisting with investigations.
The arrest comes after a violent incident on November 14, 2025, when firefighters from Legon, Madina, Adenta and the National Headquarters responded to a late-night fire that destroyed seven rooms in a two-storey, eight-room building near Ability Square in Adjiringanor.
Fire Service launches manhunt after firefighter stabbed during Adjiringanor incident
Two firefighters were injured during the operation: one suffered a stab wound to the left arm, while another was hit by a falling block. Both received treatment at Unity Clinic in Madina and were later discharged.
The Service had earlier appealed to the public for information to help track down the individual behind the stabbing and had even offered a reward.
In its statement, the GNFS praised community members who helped, saying:
The Ghana National Fire Service commends the White Chapel Youth Group at Madina for their swift action in helping the Fire Officers to apprehend the suspect, as well as all individuals who provided crucial information leading to his arrest. We say ayekoo to you all.
The Service also encouraged the public to continue supporting firefighters, noting that such cooperation strengthens community safety and helps ensure justice is served.
AK/BAI
Watch the promo to GhanaWeb's latest documentary, which uncovers the evolution of kayamata,' an exploitative practice fueled by love charms and manipulation, titled, The Dark Side of Kayamata,' below:
Malik Basintale breaks silence on stroke rumours
The wait is over! The GhanaWeb Excellence Awards 2025 is officially launched. Let's celebrate impact, innovation and excellence across Ghana.
Who deserves to be honoured this year?
Nominate now 
https://ghanaweb.com/ghanaexcellenceawards/nominate",,Crime, 18 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/GNFS-arrests-suspect-linked-to-Adjiringanor-firefighter-stabbing-2009920
Nurse granted GH100k bail for defrauding colleague,"A 35-year-old nurse has been granted GH100,000.00 bail with two sureties by the Asante Akropong District Court in the Atwima Nwabiagya North District for defrauding her colleague at Tafo in Kumasi.
Esther Asamoah Dufie pleaded not guilty to the charge of defrauding by false pretence and will reappear before the court, presided over by Emmanuel Wiafe Adu, on November 27, 2025.
Police Detective Inspector Alexander Agbekpornu, presenting the facts of the case to the court, said the complainant, Ruth Afia Antwiwaa, and Dufie were colleagues in the same health facility and resided at Tafo and Ohwimase respectively.
He said that in January 2025, Dufie advertised a travelling opportunity for people who were interested in travelling to the United Kingdom (UK) on her WhatsApp status, and the complainant saw it and showed interest.
The complainant therefore contacted the accused person, and she told her that the slot was from her brother, who is a military officer in the United Kingdom.
According to the prosecution, the complainant also informed her friends husband about the travelling opportunity, and he also showed interest. They paid an amount of GH54,090.00 into a CalBank account number that the accused person provided.
After the payment, the accused person promised to bring the dependent from the UK in April 2025 for the visa process but failed, so the complainant demanded a refund of the money.
The prosecution explained that all efforts to retrieve the money proved futile, so on September 16, 2025, the complainant reported the matter to the Abuakwa Police, and Dufie was arrested.
In her caution statement, Dufie admitted and pleaded for time to refund the money by October 10, 2025, and was granted police enquiry bail, but she jumped bail and went into hiding until October 27, when she was rearrested at Tafo.
After further investigations, she was charged and brought before the court.",,Crime, 17 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Nurse-granted-GH-100k-bail-for-defrauding-colleague-2009882
"EOCO cracks down on cybercrime, arrests 7 Nigerian nationals","The Economic and Organised Crime Office (EOCO) has arrested seven Nigerian nationals suspected of engaging in cyber fraud in the Greater Accra Region. The arrests took place at a residential property in Mataheko-Afienya under EOCOs flagship Operation LIFELINE.
EOCO announced the arrests in a statement released on Monday, November 17, 2025, noting that preliminary investigations revealed the suspects were involved in prohibited cyber activities targeting victims aged between 17 and 30 years.
""The suspects were picked up at Mataheko-Afienya in the Greater Accra Region where they were operating from a residential property,"" the statement noted.
EOCO to probe former Head of IT at Ghana's Embassy in Washington DC - Okudzeto Ablakwa
EOCO further reaffirmed its commitment to tackling serious and organised crimes, including cybercrime, and emphasised ongoing collaboration with other law enforcement agencies, particularly in cases involving foreign nationals.
""EOCO remains committed to combating serious and organised crime, including cybercrime, and will continue to collaborate with other law enforcement agencies to address such crimes, especially those involving foreign nationals,"" the statement added.
Investigations into the matter are ongoing.
Watch as EOCO lines up 320 suspects on the floor in massive QNET fraud raid
JKB/MA",,Crime, 17 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/EOCO-cracks-down-on-cybercrime-arrests-7-Nigerian-nationals-2009878
"Kwahuhemaa released after dawn abduction, police launch investigation","The Kwahuhemaa, Nana Adwoa Gyamfua, III has been released following her abduction during an early morning raid at the palace of the Paramount Chief of the Kwahu Traditional Council, the
Ghana Police Service
has confirmed.
This update was posted on the
Ghana Police Service
s X page on Monday, November 17, 2025.
Kwahumanhene calls for natives' support to return Okwahu United to GPL
""The Inspector-General of Police has directed the release of the Queen Mother of Kwahu, following an operation by some officers this morning,"" the post read.
It added that investigations into the incident have been launched and security in the area has been strengthened.
""The IGP has further directed the Police Professional Standards Bureau to conduct an investigation into the circumstances surrounding the operation, and any officers found culpable will be sanctioned. Meanwhile, security has been intensified in and around Kwahu to ensure the safety of all persons,"" the post further stated.
26 arrested over attempts to kidnap Kwahumanhene
Paramount Chief Daasebre Akuamoah Boateng III said heavily armed men, claiming to be police officers, stormed the palace around 4:30 a.m., fired shots, and took several people away.
The queen mothers disappearance was only discovered after the raid.
""I received a call around 4:30 a.m. that armed men had stormed the palace. They arrested the people there and took them to an unknown location. I called the Kwahu Police Commander at Abetifi, but he said he did not know the men and was unaware of any such operation. I have called the queen mother several times, but she did not answer,"" he said.
The incident reportedly left the community in shock and fear.
See the post below:
KWAHU INCIDENT: QUEEN MOTHER RELEASED, POLICE LAUNCH INVESTIGATION INTO THE OPERATION
The Inspector-General of Police has directed the release of the Queen Mother of Kwahu, following an operation by some officers this morning.

Ghana Police Service
(@GhPoliceService)
November 17, 2025
The IGP has further directed the Police Professional Standards Bureau to conduct an investigation into the circumstances surrounding the operation and any officers found culpable sanctioned.

Ghana Police Service
(@GhPoliceService)
November 17, 2025
Meanwhile, security has been intensified in and around Kwahu to ensure the security and safety of all persons.

Ghana Police Service
(@GhPoliceService)
November 17, 2025
JKB/MA
Chaos at El-Wak: Watch citizens recount harrowing experiences during GAF recruitment",,Crime, 17 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Kwahuhemaa-released-after-dawn-abduction-police-launch-investigation-2009830
Police arrest 37-year-old carpenter for allegedly killing security guard,"The Eastern South Regional Police Command has arrested a 37-year-old carpenter, Kwame Arhin, popularly known as Abompe, for allegedly killing a security guard with the Presbyterian College of Education, Kibi, in the Eastern Region.
The suspect was picked up on Sunday, November 16, 2025, from a bush near the Kibi Presbyterian College of Education, where he was believed to be hiding after the incident.
Police acted swiftly following a distress call received on Saturday, November 15, 2025, reporting the death of a man at Kibi Newtown.
A team of detectives and the Crime Scene Management Unit was deployed to the area near the Kibi Court Complex to begin investigations.
At the scene, officers discovered the body of the victim, identified as Jonas Baah Sarpong, a security guard at the Kibi Presbyterian College of Education.
The body was first taken to the Kibi Government Hospital morgue and later transferred to the Police Hospital in Accra for preservation and autopsy.
Preliminary investigations revealed that a misunderstanding between the suspect and the victim led to a violent confrontation, during which the suspect allegedly slashed the security guards throat with a cutlass before fleeing.
Police say the suspect is currently in custody, assisting with investigations and will be processed for court.
A statement by DSP David Fianko-Okyere, head of the Public Affairs Unit of the Eastern South Regional Police Command, confirmed that investigations are ongoing.
The suspect is in custody being processed for court whilst investigations are ongoing, the statement concluded.",,Crime, 17 November 2025,https://www.ghanaweb.com/GhanaHomePage/crime/Police-arrest-37-year-old-carpenter-for-allegedly-killing-security-guard-2009746
